	id	codigo_ngbe	codigo_ngbe_text	nombre_extendido	identificador_geografico	nombre_alternativo_2	nombre_alternativo_3	nombre_variante_1	nombre_variante_2	nombre_variante_3	fuente_extendido	fuente_idg	fuente_alternativo_2	fuente_alternativo_3	fuente_variante_1	fuente_variante_2	fuente_variante_3	idioma_extendido	idioma_idg	idioma_alternativo_2	idioma_alternativo_3	idioma_variante_1	idioma_variante_2	idioma_variante_3	estatus_extendido	estatus_idg	estatus_alternativo_2	estatus_alternativo_3	estatus_variante_1	estatus_variante_2	estatus_variante_3	long_etrs89_regcan95	lat_etrs89_regcan95	huso_etrs89_regcan95	x_utm_etrs89_regcan95	y_utm_etrs89_regcan95	hojamtn_25	codigo_ine	provincias_nombre	provincias_id
3834	2708365	1.3	División administrativa.Municipio		Frailes							MITMA.IGN.NGMEP														Oficial						-3.83774832	37.48515683	30.0	425936.017583728	4149024.12652111	0991c1	23033000000	Jaén	23
3854	2706702	1.3	División administrativa.Municipio		Grazalema							MITMA.IGN.NGMEP														Oficial						-5.36966273	36.75954041	30.0	288477.388007414	4070816.53439198	1050c1	11019000000	Cádiz	11
3857	2707665	1.3	División administrativa.Municipio		Guadix							MITMA.IGN.NGMEP														Oficial						-3.13638082	37.30161072	30.0	487913.465792453	4128340.59842152	1011c1	18089000000	Granada	18
3905	2708366	1.3	División administrativa.Municipio		Fuensanta de Martos							MITMA.IGN.NGMEP														Oficial						-3.90576357	37.64735327	30.0	420096.227902048	4167075.09542107	0968c2	23034000000	Jaén	23
3910	2709340	1.3	División administrativa.Municipio		Fuente de Piedra							MITMA.IGN.NGMEP														Oficial						-4.73195066	37.1355092	30.0	346165.329658297	4111308.91668844	1023c1	29055000000	Málaga	29
3962	2708375	1.3	División administrativa.Municipio		Huelma							MITMA.IGN.NGMEP														Oficial						-3.4610967	37.65066057	30.0	459325.544218922	4167156.21360253	0970c1	23044000000	Jaén	23
3976	2708367	1.3	División administrativa.Municipio		Fuerte del Rey							MITMA.IGN.NGMEP														Oficial						-3.88436808	37.8739655	30.0	422221.380443229	4192199.91354299	0925c4	23035000000	Jaén	23
3980	2708382	1.3	División administrativa.Municipio		Jamilena							MITMA.IGN.NGMEP														Oficial						-3.91151158	37.74666908	30.0	419696.34791087	4178099.09003229	0946c4	23051000000	Jaén	23
3983	2709344	1.3	División administrativa.Municipio		Humilladero							MITMA.IGN.NGMEP														Oficial						-4.70087934	37.11336322	30.0	348881.322427748	4108801.91218693	1023c1	29059000000	Málaga	29
3999	2707678	1.3	División administrativa.Municipio		Jayena							MITMA.IGN.NGMEP														Oficial						-3.82352623	36.94763567	30.0	426674.950837599	4089380.21051328	1041c1	18107000000	Granada	18
4001	2708377	1.3	División administrativa.Municipio		Ibros							MITMA.IGN.NGMEP														Oficial						-3.50218019	38.02281711	30.0	455923.447843921	4208465.61330653	0906c3	23046000000	Jaén	23
4035	2710897	1.3	División administrativa.Municipio		Gilena							MITMA.IGN.NGMEP														Oficial						-4.91428059	37.25226698	30.0	330230.665001316	4124574.85513149	1005c2	41046000000	Sevilla	41
4038	2710896	1.3	División administrativa.Municipio		Gerena							MITMA.IGN.NGMEP														Oficial						-6.1582894	37.52460734	29.0	751123.366523321	4156866.31052378	0962c3	41045000000	Sevilla	41
4040	2707659	1.3	División administrativa.Municipio		Gobernador							MITMA.IGN.NGMEP														Oficial						-3.32059771	37.47715283	30.0	471653.67409193	4147854.87464875	0992c2	18083000000	Granada	18
4051	2707663	1.3	División administrativa.Municipio		Granada							MITMA.IGN.NGMEP														Oficial						-3.60001883	37.17641932	30.0	446736.015389033	4114611.96456054	1009c4	18087000000	Granada	18
4052	2721451	1.3	División administrativa.Municipio		Hinojos							MITMA.IGN.NGMEP														Oficial						-6.37618796	37.29250784	29.0	732580.958304328	4130549.89879315	1001c1	21040000000	Huelva	21
4069	2708373	1.3	División administrativa.Municipio		Hinojares							MITMA.IGN.NGMEP														Oficial						-2.99833046	37.71580061	30.0	500147.145024544	4174283.2714944	0949c4	23042000000	Jaén	23
4086	2710901	1.3	División administrativa.Municipio		Herrera							MITMA.IGN.NGMEP														Oficial						-4.84797484	37.36666181	30.0	336359.816233566	4137150.55740958	0988c3	41050000000	Sevilla	41
4096	2708374	1.3	División administrativa.Municipio		Hornos							MITMA.IGN.NGMEP														Oficial						-2.72011968	38.21647421	30.0	524500.358946699	4229870.74606338	0887c3	23043000000	Jaén	23
4117	2707677	1.3	División administrativa.Municipio		Iznalloz							MITMA.IGN.NGMEP														Oficial						-3.53095401	37.39201995	30.0	453001.260269316	4138494.10337114	0991c4	18105000000	Granada	18
4122	2708380	1.3	División administrativa.Municipio		Jabalquinto							MITMA.IGN.NGMEP														Oficial						-3.72456521	38.01947513	30.0	436401.524265702	4208223.52356926	0905c3	23049000000	Jaén	23
4125	2708383	1.3	División administrativa.Municipio		Jimena							MITMA.IGN.NGMEP														Oficial						-3.47640117	37.84187626	30.0	458083.479446065	4188378.00774141	0927c3	23052000000	Jaén	23
4352	2708386	1.3	División administrativa.Municipio		Linares							MITMA.IGN.NGMEP														Oficial						-3.63503009	38.0920657	30.0	444315.554157189	4216220.35987564	0905c2	23055000000	Jaén	23
4396	2707690	1.3	División administrativa.Municipio		Loja							MITMA.IGN.NGMEP														Oficial						-4.15218743	37.16628219	30.0	397704.685845863	4113940.28075726	1008c3	18122000000	Granada	18
4489	2721458	1.3	División administrativa.Municipio		Manzanilla							MITMA.IGN.NGMEP														Oficial						-6.42830723	37.38709216	29.0	727674.203052026	4140918.84214779	0983c3	21047000000	Huelva	21
4493	2708389	1.3	División administrativa.Municipio		Mancha Real							MITMA.IGN.NGMEP														Oficial						-3.61182745	37.78628089	30.0	446127.409048993	4182279.11607233	0947c2	23058000000	Jaén	23
4514	2707695	1.3	División administrativa.Municipio		Marchal							MITMA.IGN.NGMEP														Oficial						-3.20145295	37.29676817	30.0	482145.401335059	4127813.67382298	1010c2	18128000000	Granada	18
4515	2708390	1.3	División administrativa.Municipio		Marmolejo							MITMA.IGN.NGMEP														Oficial						-4.17086502	38.04499845	30.0	397262.288753496	4211454.69881257	0904c3	23059000000	Jaén	23
4517	2708391	1.3	División administrativa.Municipio		Martos							MITMA.IGN.NGMEP														Oficial						-3.96731694	37.72361102	30.0	414753.376225926	4175590.12546286	0946c4	23060000000	Jaén	23
4544	2710909	1.3	División administrativa.Municipio		Marchena							MITMA.IGN.NGMEP														Oficial						-5.41641222	37.33366244	30.0	285923.321736883	4134626.3064946	0986c3	41060000000	Sevilla	41
4547	2710910	1.3	División administrativa.Municipio		Marinaleda							MITMA.IGN.NGMEP														Oficial						-4.96269072	37.37115941	30.0	326210.954852441	4137854.71494971	0987c4	41061000000	Sevilla	41
4620	2709357	1.3	División administrativa.Municipio		Mollina							MITMA.IGN.NGMEP														Oficial						-4.65776429	37.1257807	30.0	352736.341294311	4110111.838393	1023c2	29072000000	Málaga	29
4662	2710913	1.3	División administrativa.Municipio		Montellano							MITMA.IGN.NGMEP														Oficial						-5.57079248	36.99536489	30.0	271225.749000929	4097447.803584	1035c2	41064000000	Sevilla	41
4665	2710916	1.3	División administrativa.Municipio		Olivares							MITMA.IGN.NGMEP														Oficial						-6.15621373	37.4183665	29.0	751663.143104183	4145081.47317462	0984c1	41067000000	Sevilla	41
4672	2707702	1.3	División administrativa.Municipio		Moraleda de Zafayona							MITMA.IGN.NGMEP														Oficial						-3.96451008	37.16801177	30.0	414369.773710768	4113946.19113175	1008c4	18138000000	Granada	18
4705	2705291	1.3	División administrativa.Municipio		Nacimiento							MITMA.IGN.NGMEP														Oficial						-2.64792293	37.10502345	30.0	531283.349332364	4106581.0518931	1029c2	04065000000	Almería	04
4741	2708394	1.3	División administrativa.Municipio		Navas de San Juan							MITMA.IGN.NGMEP														Oficial						-3.31556715	38.18386443	30.0	472363.331374006	4226262.52898844	0885c4	23063000000	Jaén	23
4743	2721464	1.3	División administrativa.Municipio		Niebla							MITMA.IGN.NGMEP														Oficial						-6.67961259	37.36154941	29.0	705492.239709286	4137507.3402067	0982c4	21053000000	Huelva	21
4748	2708395	1.3	División administrativa.Municipio		Noalejo							MITMA.IGN.NGMEP														Oficial						-3.65363388	37.52893667	30.0	442247.229000909	4153752.33749726	0969c4	23064000000	Jaén	23
4766	2706707	1.3	División administrativa.Municipio		Olvera							MITMA.IGN.NGMEP														Oficial						-5.26815266	36.93513981	30.0	298002.617279571	4090080.54445883	1036c2	11024000000	Cádiz	11
4848	2710917	1.3	División administrativa.Municipio		Osuna							MITMA.IGN.NGMEP														Oficial						-5.10120623	37.23757134	30.0	313614.909199972	4123296.08183808	1005c3	41068000000	Sevilla	41
4859	2708396	1.3	División administrativa.Municipio		Orcera							MITMA.IGN.NGMEP														Oficial						-2.65920392	38.31772994	30.0	529791.470853335	4241123.7069496	0887c2	23065000000	Jaén	23
4872	2710920	1.3	División administrativa.Municipio		Paradas							MITMA.IGN.NGMEP														Oficial						-5.49618766	37.28989484	30.0	278726.280470469	4129953.42879626	1004c1	41071000000	Sevilla	41
4889	2721467	1.3	División administrativa.Municipio		Paterna del Campo							MITMA.IGN.NGMEP														Oficial						-6.40156272	37.42110994	29.0	729938.280840993	4144758.74991771	0983c1	21056000000	Huelva	21
4895	2710921	1.3	División administrativa.Municipio		Pedrera							MITMA.IGN.NGMEP														Oficial						-4.89550627	37.22335024	30.0	331831.589547355	4121332.89962554	1005c4	41072000000	Sevilla	41
4913	2708398	1.3	División administrativa.Municipio		Pegalajar							MITMA.IGN.NGMEP														Oficial						-3.64910065	37.73946634	30.0	442809.360585571	4177107.19875061	0947c4	23067000000	Jaén	23
4956	2709363	1.3	División administrativa.Municipio		Periana							MITMA.IGN.NGMEP														Oficial						-4.19045032	36.92659688	30.0	393974.538828423	4087391.37655578	1039c2	29079000000	Málaga	29
5008	2706709	1.3	División administrativa.Municipio		Prado del Rey							MITMA.IGN.NGMEP														Oficial						-5.55753213	36.78745433	30.0	271787.403036637	4074345.75326489	1049c2	11026000000	Cádiz	11
5013	2708399	1.3	División administrativa.Municipio		Porcuna							MITMA.IGN.NGMEP														Oficial						-4.1843202	37.86967238	30.0	395834.256670383	4192015.98342413	0925c3	23069000000	Jaén	23
5061	2710924	1.3	División administrativa.Municipio		Pruna							MITMA.IGN.NGMEP														Oficial						-5.22174386	36.97277038	30.0	302233.666230156	4094158.49494851	1036c2	41076000000	Sevilla	41
5079	2708403	1.3	División administrativa.Municipio		Quesada							MITMA.IGN.NGMEP														Oficial						-3.06778027	37.84747175	30.0	494036.768616883	4188894.07763829	0928c3	23073000000	Jaén	23
5154	2709368	1.3	División administrativa.Municipio		Ronda							MITMA.IGN.NGMEP														Oficial						-5.1654186	36.73725905	30.0	306655.454542755	4067912.29663008	1051c3	29084000000	Málaga	29
5169	2708404	1.3	División administrativa.Municipio		Rus							MITMA.IGN.NGMEP														Oficial						-3.4618876	38.04723586	30.0	459473.421413506	4211156.63442465	0906c3	23074000000	Jaén	23
5194	2707728	1.3	División administrativa.Municipio		Salar							MITMA.IGN.NGMEP														Oficial						-4.06768452	37.14891071	30.0	405185.707816216	4111925.24618759	1025c1	18171000000	Granada	18
5227	2708405	1.3	División administrativa.Municipio		Sabiote							MITMA.IGN.NGMEP														Oficial						-3.30737858	38.06925563	30.0	473038.349957729	4213543.71593126	0906c4	23075000000	Jaén	23
5367	2709372	1.3	División administrativa.Municipio		Sierra de Yeguas							MITMA.IGN.NGMEP														Oficial						-4.86861331	37.1240068	30.0	334000.463968895	4110263.05741672	1022c2	29088000000	Málaga	29
5384	2708411	1.3	División administrativa.Municipio		Siles							MITMA.IGN.NGMEP														Oficial						-2.58231025	38.38669537	30.0	536478.716994245	4248803.65877154	0865c4	23082000000	Jaén	23
5414	2707731	1.3	División administrativa.Municipio		Santa Fe							MITMA.IGN.NGMEP														Oficial						-3.71896428	37.18938734	30.0	436187.938203802	4116124.0691708	1009c3	18175000000	Granada	18
5420	2708412	1.3	División administrativa.Municipio		Sorihuela del Guadalimar							MITMA.IGN.NGMEP														Oficial						-3.05437633	38.24012192	30.0	495241.51207076	4232458.98917455	0886c3	23084000000	Jaén	23
5431	2709373	1.3	División administrativa.Municipio		Teba							MITMA.IGN.NGMEP														Oficial						-4.92158172	36.98132441	30.0	328974.468545744	4094526.21225711	1037c2	29089000000	Málaga	29
5478	2708407	1.3	División administrativa.Municipio		Santiago de Calatrava							MITMA.IGN.NGMEP														Oficial						-4.1704972	37.75328664	30.0	396888.332061616	4179087.14284784	0946c1	23077000000	Jaén	23
5488	2708415	1.3	División administrativa.Municipio		Torredonjimeno							MITMA.IGN.NGMEP														Oficial						-3.95783111	37.76767149	30.0	415639.385065804	4180470.09334721	0946c2	23087000000	Jaén	23
5521	2708408	1.3	División administrativa.Municipio		Santisteban del Puerto							MITMA.IGN.NGMEP														Oficial						-3.20529254	38.2507004	30.0	482037.38705649	4233651.26804145	0885c2	23079000000	Jaén	23
5565	2708410	1.3	División administrativa.Municipio		Segura de la Sierra							MITMA.IGN.NGMEP														Oficial						-2.6520456	38.29809816	30.0	530425.434041766	4238947.72827734	0887c2	23081000000	Jaén	23
5597	2705316	1.3	División administrativa.Municipio		Tahal							MITMA.IGN.NGMEP														Oficial						-2.28473564	37.22770702	30.0	563451.574472427	4120372.75107607	1013c4	04090000000	Almería	04
5644	2708413	1.3	División administrativa.Municipio		Torreblascopedro							MITMA.IGN.NGMEP														Oficial						-3.63681227	37.99630661	30.0	444086.498639703	4205596.52043425	0926c2	23085000000	Jaén	23
5648	2708417	1.3	División administrativa.Municipio		Torres							MITMA.IGN.NGMEP														Oficial						-3.51098941	37.7863017	30.0	455006.471339022	4182228.11630202	0948c1	23090000000	Jaén	23
5772	2708423	1.3	División administrativa.Municipio		Villanueva de la Reina							MITMA.IGN.NGMEP														Oficial						-3.92019472	38.0053734	30.0	419214.409190228	4206810.67269071	0904c4	23096000000	Jaén	23
5773	2708425	1.3	División administrativa.Municipio		Villardompardo							MITMA.IGN.NGMEP														Oficial						-4.00116322	37.83963871	30.0	411908.362024493	4188495.00943895	0925c4	23098000000	Jaén	23
5854	2707742	1.3	División administrativa.Municipio		Villanueva de las Torres							MITMA.IGN.NGMEP														Oficial						-3.0883099	37.55620411	30.0	492200.134972848	4156580.46778466	0971c3	18187000000	Granada	18
5859	2709379	1.3	División administrativa.Municipio		Villanueva de Algaidas							MITMA.IGN.NGMEP														Oficial						-4.45078097	37.18660129	30.0	371227.599590621	4116558.48939709	1007c3	29095000000	Málaga	29
5861	2709381	1.3	División administrativa.Municipio		Villanueva del Trabuco							MITMA.IGN.NGMEP														Oficial						-4.33741698	37.02928696	30.0	381044.556607177	4098957.45885391	1024c4	29097000000	Málaga	29
5864	2709380	1.3	División administrativa.Municipio		Villanueva del Rosario							MITMA.IGN.NGMEP														Oficial						-4.36394556	36.99699553	30.0	378633.522161528	4095408.48159938	1039c1	29096000000	Málaga	29
5877	2706725	1.3	División administrativa.Municipio		Zahara							MITMA.IGN.NGMEP														Oficial						-5.39031673	36.84027651	30.0	286857.452747857	4079820.63531816	1036c3	11042000000	Cádiz	11
5881	2707760	1.3	División administrativa.Municipio		Zagra							MITMA.IGN.NGMEP														Oficial						-4.16837282	37.25404177	30.0	396387.719048621	4123694.21459649	1008c1	18913000000	Granada	18
5885	2709382	1.3	División administrativa.Municipio		Villanueva de Tapia							MITMA.IGN.NGMEP														Oficial						-4.33427797	37.18382365	30.0	381564.685122378	4116098.38086477	1007c4	29098000000	Málaga	29
5914	2721481	1.3	División administrativa.Municipio		Trigueros							MITMA.IGN.NGMEP														Oficial						-6.83379212	37.38311439	29.0	691781.45374186	4139575.59251986	0982c3	21070000000	Huelva	21
5931	2710942	1.3	División administrativa.Municipio		Utrera							MITMA.IGN.NGMEP														Oficial						-5.78089198	37.17935222	30.0	253123.169816511	4118390.96179449	1003c3	41095000000	Sevilla	41
5939	2721488	1.3	División administrativa.Municipio		Villarrasa							MITMA.IGN.NGMEP														Oficial						-6.60851594	37.38899587	29.0	711712.265085635	4140710.18472967	0982c4	21077000000	Huelva	21
5950	2708427	1.3	División administrativa.Municipio		Villarrodrigo							MITMA.IGN.NGMEP														Oficial						-2.63544201	38.48582539	30.0	531794.959115457	4259783.54108862	0865c2	23101000000	Jaén	23
6050	2708421	1.3	División administrativa.Municipio		Vilches							MITMA.IGN.NGMEP														Oficial						-3.50741052	38.20444294	30.0	455574.534760966	4228620.448783	0885c3	23094000000	Jaén	23
6051	2708422	1.3	División administrativa.Municipio		Villacarrillo							MITMA.IGN.NGMEP														Oficial						-3.08623926	38.10893521	30.0	492439.636696448	4217905.23152412	0907c1	23095000000	Jaén	23
7816	2721422	1.3	División administrativa.Municipio		Beas							MITMA.IGN.NGMEP														Oficial						-6.79288327	37.42630834	29.0	695291.510489862	4144452.47967873	0982c1	21011000000	Huelva	21
7828	2709302	1.3	División administrativa.Municipio		Archidona							MITMA.IGN.NGMEP														Oficial						-4.39031416	37.09717349	30.0	376449.578772508	4106556.48753701	1024c1	29017000000	Málaga	29
7856	2708385	1.3	División administrativa.Municipio		Larva							MITMA.IGN.NGMEP														Oficial						-3.20142352	37.75901292	30.0	482257.830329552	4179096.64812421	0948c2	23054000000	Jaén	23
7859	2709295	1.3	División administrativa.Municipio		Almargen							MITMA.IGN.NGMEP														Oficial						-5.02113921	37.00211364	30.0	320161.585092977	4097016.31717816	1022c3	29010000000	Málaga	29
7950	2707725	1.3	División administrativa.Municipio		Purullena							MITMA.IGN.NGMEP														Oficial						-3.18924015	37.31771856	30.0	483232.464908501	4130135.65668298	1010c2	18167000000	Granada	18
8116	2708376	1.3	División administrativa.Municipio		Huesa							MITMA.IGN.NGMEP														Oficial						-3.07519675	37.76556641	30.0	493376.964158833	4179807.30700397	0949c1	23045000000	Jaén	23
8185	2707635	1.3	División administrativa.Municipio		Cogollos de Guadix							MITMA.IGN.NGMEP														Oficial						-3.16027745	37.22498913	30.0	485781.266080981	4119843.65144865	1011c3	18049000000	Granada	18
8564	2800479	1.4	División administrativa.EATIM		Espejo							MPT.REL							spa							Oficial						-3.04699549699995	42.809082356	30.0	496157.636159718	4739615.14205637	0137c1	01055001100	Araba/Álava	01
9148	2803602	1.4	División administrativa.EATIM		Carmona							MITMA.IGN.NGMEP														Oficial						-4.35888682899991	43.2540894320001	30.0	389696.216915697	4789928.02603796	0057c1	39014000100	Cantabria	39
9656	2800999	1.4	División administrativa.EATIM		Linares							MITMA.IGN.NGMEP														Oficial						-3.63488812699995	43.0034791680001	30.0	448254.159543856	4761396.694153	0084c4	09215001200	Burgos	09
9711	2803681	1.4	División administrativa.EATIM		Herrera							MITMA.IGN.NGMEP														Oficial						-3.86358701099994	43.424314968	30.0	430096.591729785	4808298.14463358	0034c2	39016000400	Cantabria	39
11753	2807638	1.4	División administrativa.EATIM		Torres							MITMA.IGN.NGMEP														Oficial						-1.56127921299992	42.7335208330001	30.0	617774.255109017	4732226.95627029	0141c4	31088000800	Navarra	31
12199	2525696	2.1.10	Poblaciones y construcciones.Núcleos de población		Santa Fe							MITMA.IGN.NGMEP																				-0.675110002999929	38.179321202	30.0	703634.4	4228265.91	0893c4	03065000901	Alacant/Alicante	03
12348	2580361	2.1.10	Poblaciones y construcciones.Núcleos de población		Santa Fe							MITMA.IGN.NGMEP																				-5.72082488799992	37.430480974	30.0	259259.45	4146104.46	0985c1	41024000125	Sevilla	41
13390	4006287	2.1.10	Poblaciones y construcciones.Núcleos de población		Espejo							MITMA.IGN.NGMEP																				-3.04705905	42.80905838	30.0	496152.4385641	4739612.48254963	0137-1	01055001101	Araba/Álava	01
