	codparcela	min_fecha	max_fecha	102_coordenada_x_(utm)	103_coordenada_y_(utm)	days
4189	036-00047-01-1	2014-03-19	2014-04-30	350471.0	4111339.0	42.0
4191	036-00056-00-00	2006-04-12	2006-11-13	333825.0	4232909.0	215.0
4192	036-00061-00-00	2006-04-18	2006-10-17	373143.0	4118012.0	182.0
4199	036-00081-07-00	2011-06-29	2011-11-02	401635.0	4180479.0	126.0
4201	036-00101-01-01	2015-03-16	2015-11-03	457861.0	4149106.0	232.0
4204	036-00172-01	2012-03-27	2012-10-15	480987.0	4227453.0	202.0
4205	036-00192-00-00	2006-04-17	2006-10-30	361911.0	4143622.0	196.0
4208	036-00236-07	2015-03-17	2015-11-11	399360.0	4165415.0	239.0
4214	036-00289-01	2014-03-25	2014-10-01	502338.0	4217508.0	190.0
4215	036-00289-01-01	2015-02-23	2015-10-20	502222.0	4217303.0	239.0
4218	036-00394-01-15	2014-03-17	2014-11-10	479542.0	4226076.0	238.0
4230	037-00010-00-A0	2008-04-23	2008-11-19	325795.0	4176839.0	210.0
4231	037-00010-00-B0	2008-04-23	2008-11-19	325795.0	4176839.0	210.0
4235	037-00021-01-00	2009-03-11	2009-11-16	358730.0	4107070.0	250.0
4236	037-00022-01-1	2012-03-19	2012-11-13	373878.0	4116758.0	239.0
4242	037-00057-01-01	2012-03-12	2012-11-12	332077.0	4102648.0	245.0
4244	037-00063-01	2019-07-01	2019-09-02	370068.0	4174219.0	63.0
4246	037-00068-03	2011-03-09	2011-06-29	331318.0	4101844.0	112.0
4247	037-00068-03-01	2011-03-09	2011-11-16	331318.0	4101844.0	252.0
4256	037-00125-01-00	2021-03-10	2021-03-24	323238.0	4139225.0	14.0
4263	037-00407-01-01	2014-03-17	2014-11-10	482320.0	4225788.0	238.0
4266	037-00823-01	2015-09-23	2015-11-18	399932.0	4143258.0	56.0
4276	038-00009-01-01	2014-06-16	2014-11-11	331848.0	4094640.0	148.0
4279	038-00012-01-00	2011-03-08	2011-11-16	373045.0	4116577.0	253.0
4280	038-00012-01-01	2010-03-10	2010-11-17	373045.0	4116577.0	252.0
4290	038-00028-03	2020-03-10	2020-09-02	294320.33	4137094.46	176.0
4291	038-00030-00-00	2008-03-11	2008-03-25	361144.0	4105756.0	14.0
4296	038-00035-01	2014-03-25	2014-10-07	499236.0	4215898.0	196.0
4302	038-00077-02-1	2011-03-15	2011-11-08	4151421.0	457174.0	238.0
4305	038-00092-01-00	2021-03-10	2021-03-24	322053.0	4138464.0	14.0
4307	038-00098-00-00	2006-03-28	2006-11-14	348211.0	4078678.0	231.0
4308	038-00148-01-01	2013-03-25	2013-11-04	483021.0	4231053.0	224.0
4316	038-00336-01-1	2011-03-14	2011-11-08	457234.0	4150874.0	239.0
4320	039-00003-11-10	2021-01-12	2021-03-23	237981.0	4126262.0	70.0
4322	039-00005-07	2009-03-23	2009-11-03	472829.0	4195636.0	225.0
4334	039-00024-03-00	2015-03-18	2015-10-28	482449.0	4232640.0	224.0
4336	039-00025-00-00	2008-03-11	2008-03-25	346272.0	4110308.0	14.0
4345	039-00065-01-01	2015-03-16	2015-11-03	454020.0	4150342.0	232.0
4349	039-00149-01-01	2009-03-11	2009-11-16	364767.0	4144837.0	250.0
4351	039-00177-01	2012-03-26	2012-10-09	482210.0	4231522.0	197.0
4353	039-00178-01-01	2015-02-23	2015-11-03	495517.0	4211034.0	253.0
4354	039-00211-01-01	2014-03-24	2014-05-23	397818.0	4134761.0	60.0
4361	039-00900-00-10	2006-08-29	2006-11-14	422261.0	4126560.0	77.0
4364	040-00002-13	2010-04-13	2010-11-10	3300372596.0	41767714225.0	211.0
4375	040-00021-02	2020-08-11	2020-11-03	413991.0	4162668.0	84.0
4377	040-00035-02-00	2009-03-11	2009-11-16	365414.0	4108208.0	250.0
4381	040-00051-00-00	2006-07-25	2006-10-24	452931.0	4148870.0	91.0
4382	040-00058-00-00	2008-04-16	2008-11-17	334301.0	4166406.0	215.0
4385	040-00062-01	2015-04-08	2015-09-09	394839.0	4138436.0	154.0
4397	040-00233-01	2014-03-24	2014-10-06	498216.0	4212143.0	196.0
4403	041-00001-05-00	2015-03-18	2015-10-28	479468.0	4231917.0	224.0
4428	041-00248-01-01	2015-03-16	2015-11-03	454228.0	4149791.0	232.0
4430	041-00314-00-00	2006-03-07	2006-09-12	429145.0	4183243.0	189.0
4437	041-00615-04	2012-03-26	2012-10-17	477230.0	4229081.0	205.0
4439	042-00002-00-00	2006-03-22	2006-11-15	349384.0	4146129.0	238.0
4457	042-00032-01-00	2019-03-20	2019-11-13	353949.0	4220781.0	238.0
4460	042-00039-00-00	2010-03-16	2010-05-12	450383.0	4152553.0	57.0
4461	042-00051-01-00	2011-04-05	2011-10-31	489994.0	4243146.0	209.0
4464	042-00067-01-00	2018-04-16	2018-11-12	296308.0	4090802.0	210.0
4471	042-00106-01	2014-03-24	2014-10-06	501782.0	4214469.0	196.0
4475	042-00155-01-44	2014-03-17	2014-11-10	476716.0	4228907.0	238.0
4477	042-00194-05	2015-03-17	2015-11-11	404727.0	4167471.0	239.0
4485	043-00001-02-00	2021-02-15	2021-03-15	328144.0	4089562.0	28.0
4486	043-00004-00-00	2006-03-28	2006-11-06	470915.0	4187759.0	223.0
4492	043-00010-01-00	2018-03-13	2018-10-09	281439.0	4119852.0	210.0
4498	043-00025-02-00	2009-03-11	2009-11-10	476294.0	4229938.0	244.0
4502	043-00036-01	2018-03-27	2018-11-08	450991.0	4151266.0	226.0
4505	043-00041-01-02	2021-03-03	2021-03-24	309310.0	4109096.0	21.0
4510	043-00058-01-00	2011-03-14	2011-10-31	449031.0	4191829.0	231.0
4519	043-00078-01	2011-03-09	2011-06-29	331716.0	4104572.0	112.0
4520	043-00078-01-01	2011-03-09	2011-11-16	331716.0	4104572.0	252.0
4529	043-00168-00-00	2006-03-28	2006-11-14	417757.0	4121842.0	231.0
4530	043-00173-01	2011-03-09	2011-06-29	329639.0	4092104.0	112.0
4531	043-00173-01-01	2011-03-09	2011-11-16	329639.0	4092104.0	252.0
4535	044-00009-01	2019-03-25	2019-09-09	380369.0	4168848.0	168.0
4550	044-00150-01-0	2015-08-11	2015-10-21	499077.0	4243678.0	71.0
4553	045-00002-01	2018-03-14	2018-10-03	364416.0	4107899.0	203.0
4559	045-00011-01	2010-03-16	2010-11-02	337948.0	4153440.0	231.0
4564	045-00020-00-00	2010-03-16	2010-11-10	448247.0	4148535.0	239.0
4565	045-00020-01-00	2017-03-14	2017-10-30	284031.0	4120274.0	230.0
4576	045-00072-00-00	2006-03-22	2006-05-03	451496.0	4197807.0	42.0
4578	045-00126-01-01	2011-03-15	2011-11-23	337408.0	4158118.0	253.0
4581	045-00132-02	2012-03-14	2012-11-07	334724.0	4103842.0	238.0
4587	045-00286-01	2014-03-24	2014-10-06	499184.0	4211410.0	196.0
4591	046-00005-01-20	2013-04-08	2013-11-05	464058.0	4202037.0	211.0
4600	046-00037-24-00	2015-09-23	2015-10-28	311319.0	4072195.0	35.0
4601	046-00041-01-01	2020-03-04	2020-11-04	334527.0	4103835.0	245.0
4608	046-00075-01	2010-03-04	2010-10-27	417240.0	4123226.0	237.0
4610	046-00104-01	2019-08-05	2019-10-15	512212.0	4235696.0	71.0
4612	046-00141-00-00	2006-04-12	2006-11-13	339243.0	4231004.0	215.0
4623	047-00023-01-01	2012-03-12	2012-11-12	336000.0	4105332.0	245.0
4625	047-00032-02-0	2021-03-15	2021-03-15	502233.25	4237907.48	0.0
4626	047-00051-01-01	2016-04-18	2016-11-07	427997.0	4189276.0	203.0
4628	047-00093-01	2016-04-25	2016-09-19	455327.0	4231259.0	147.0
4635	048-00002-00-10	2007-04-23	2007-11-05	466231.0	4205202.0	196.0
4636	048-00002-03-01	2014-06-17	2014-07-08	351232.0	4145587.0	21.0
4638	048-00012-01	2011-03-09	2011-06-29	352231.0	4110110.0	112.0
4639	048-00012-01-01	2011-03-09	2011-11-16	352231.0	4110110.0	252.0
4647	048-00228-01	2019-08-07	2019-10-15	514955.0	4235238.0	69.0
4664	049-00086-00-00	2006-05-23	2006-11-13	335290.0	4229459.0	174.0
4673	050-00014-02-0	2019-03-12	2019-09-24	308328.0	4112350.0	196.0
4678	050-00086-03	2019-03-18	2019-11-12	349632.0	4147501.0	239.0
4683	050-00323-01-00	2016-03-14	2016-11-08	397818.0	4134761.0	239.0
4685	050-00455-01	2019-08-07	2019-10-15	517321.0	4233434.0	69.0
4689	051-00012-02	2011-03-09	2011-06-29	336213.0	4101177.0	112.0
4690	051-00012-02-01	2011-03-09	2011-11-16	336213.0	4101177.0	252.0
4694	051-00048-03-00	2017-03-15	2017-11-06	286250.0	4111066.0	236.0
4695	051-00061-00-00	2007-03-13	2007-06-11	323348.0	4083651.0	90.0
4703	051-00273-00-10	2007-04-23	2007-11-05	464796.0	4207020.0	196.0
4711	052-00003-04-1	2012-03-13	2012-11-14	353452.0	4104437.0	246.0
4717	052-00041-00-00	2006-03-20	2006-11-14	513900.0	4234183.0	239.0
4719	052-00080-00-10	2006-03-27	2006-11-06	515032.0	4235308.0	224.0
4721	052-00157-01	2009-03-10	2009-11-04	420028.0	4145293.0	239.0
4723	052-00231-00-00	2006-05-09	2006-10-23	408928.88	4130419.11	167.0
4727	052-00532-02	2016-04-25	2016-09-19	455373.0	4225317.0	147.0
4728	052-00801-00-00	2007-06-04	2007-11-12	515032.0	4235308.0	161.0
4734	053-00034-00-00	2006-05-23	2006-11-13	346455.0	4226760.0	174.0
4739	053-00090-00-00	2006-03-22	2006-11-15	373043.0	4130169.0	238.0
4750	055-00001-01	2015-09-16	2015-11-04	345117.0	4150716.0	49.0
4755	055-00011-02	2011-03-08	2011-07-05	350629.0	4103985.0	119.0
4759	055-00022-00-00	2006-03-27	2006-06-26	346320.0	4151150.0	91.0
4763	055-00053-25	2021-03-09	2021-03-15	251583.0	4103579.0	6.0
4770	055-00112-02	2009-03-10	2009-04-14	419198.0	4142448.0	35.0
4772	056-00005-04-1	2021-03-10	2021-03-10	347298.0	4150963.0	0.0
4775	056-00007-04-01	2013-03-18	2013-11-18	349538.0	4106074.0	245.0
4783	056-00067-00-00	2006-03-27	2006-11-13	371321.0	4186355.0	231.0
4787	056-00094-00-00	2006-04-05	2006-10-16	372198.0	4109018.0	194.0
4788	056-00132-17	2017-03-13	2017-11-06	311740.0	4156908.0	238.0
4792	057-00001-01	2010-03-10	2010-11-16	347387.0	4107101.0	251.0
4793	057-00002-00-00	2015-04-20	2015-06-22	347694.0	4106799.0	63.0
4795	057-00010-01-01	2015-03-24	2015-11-17	369359.0	4131520.0	238.0
4798	057-00094-02	2020-03-10	2020-10-07	313681.95	4158902.45	211.0
4800	057-00147-02	2017-05-24	2017-10-23	464102.0	4211714.0	152.0
4805	058-00004-00-00	2006-03-29	2006-10-25	369000.0	4133600.0	210.0
4814	058-00087-02	2015-09-08	2015-10-14	404913.0	4130513.0	36.0
4823	059-00076-00-00	2006-03-20	2006-11-13	475534.0	4168241.0	238.0
4825	059-00080-02	2019-08-05	2019-10-15	507276.0	4232092.0	71.0
4829	059-00118-01	2009-07-21	2009-11-02	507986.0	4232111.0	104.0
4832	060-00012-01	2013-03-26	2013-11-06	410685.0	4176981.0	225.0
4839	060-00135-00-00	2007-06-04	2007-10-29	507020.0	4233279.0	147.0
4840	060-00135-00-20	2006-03-27	2006-11-06	507020.0	4233279.0	224.0
4843	060-00223-01-00	2019-06-03	2019-09-09	378851.0	4162142.0	98.0
4851	062-00001-04-01	2014-03-13	2014-11-17	371060.0	4185518.0	249.0
4853	062-00007-01	2016-03-16	2016-11-02	375021.0	4163357.0	231.0
4866	063-00136-01	2011-03-09	2011-06-29	333569.0	4102980.0	112.0
4867	063-00136-01-01	2011-03-09	2011-11-16	333569.0	4102980.0	252.0
4868	063-00165-04	2012-03-14	2012-11-14	333143.0	4103213.0	245.0
4886	066-00008-01	2009-03-09	2009-07-27	342163.0	4101444.0	140.0
4887	066-00008-01-01	2009-03-09	2009-11-16	342163.0	4101444.0	252.0
4896	067-00008-03	2011-03-09	2011-06-29	345028.0	4101664.0	112.0
4897	067-00008-03-01	2011-03-09	2011-11-16	345028.0	4101664.0	252.0
4906	068-00006-01-00	2015-03-31	2015-04-14	371750.0	4144015.0	14.0
4909	068-00027-03	2015-09-16	2015-11-04	357770.0	4129372.0	49.0
4927	070-00030-01	2009-03-17	2009-11-17	349635.0	4102751.0	245.0
4932	070-00140-02	2009-03-10	2009-04-06	416586.0	4145830.0	27.0
4948	072-00038-11-02	2012-03-15	2012-11-20	356920.0	4201780.0	250.0
4953	073-00101-02	2019-08-06	2019-10-14	508850.0	4235788.0	69.0
4955	074-00305-00-00	2007-06-04	2007-11-12	509770.0	4235620.0	161.0
4956	074-00305-00-10	2006-03-27	2006-11-06	509770.0	4235620.0	224.0
4958	075-00019-00-10	2007-04-24	2007-11-06	468789.0	4209418.0	196.0
4965	076-00049-01	2017-03-13	2017-09-18	311307.0	4148942.0	189.0
4970	078-00020-40-01	2021-02-24	2021-03-11	234350.0	4049079.0	15.0
4974	078-00488-01-00	2021-03-10	2021-03-24	307447.0	4142993.0	14.0
4983	080-00004-04-1	2012-03-12	2012-04-02	368521.0	4104726.0	21.0
4988	080-00061-01-67	2021-03-09	2021-03-16	407514.0	4172333.0	7.0
4992	081-00014-03	2017-03-08	2017-09-27	302763.0	4133619.0	203.0
4995	081-00156-02-00	2017-03-01	2017-10-25	279776.0	4112246.0	238.0
4998	082-00005-04-01	2011-03-15	2011-11-22	360938.0	4141434.0	252.0
5003	082-00149-01	2009-03-10	2009-03-16	411137.0	4144053.0	6.0
5010	083-00036-01-01	2009-03-10	2009-10-12	365622.0	4101543.0	216.0
5012	083-00036-01-10	2009-03-10	2009-11-16	365622.0	4101543.0	251.0
5016	083-00305-00-*0	2006-05-29	2006-11-06	472573.0	4203780.0	161.0
5017	084-00016-28-01	2021-02-24	2021-03-18	247362.0	4108950.0	22.0
5023	084-00117-00-10	2007-04-24	2007-11-06	471547.0	4202774.0	196.0
5032	086-00017-00-10	2007-04-24	2007-11-06	468845.0	4203785.0	196.0
5034	086-00119-02-00	2009-03-11	2009-11-17	359722.0	4099646.0	251.0
5041	087-00078-01	2009-03-11	2009-11-17	358032.0	4101601.0	251.0
5053	090-00123-04	2021-03-16	2021-03-16	411313.0	4168439.0	0.0
5058	090-00580-00-10	2007-04-25	2007-11-07	468121.0	4202619.0	196.0
5067	094-00160-00-10	2007-04-25	2007-11-07	466351.0	4209366.0	196.0
5068	095-00001-03-0	2017-03-08	2017-11-08	317649.0	4129846.0	245.0
5069	095-00006-01-00	2009-03-11	2009-11-18	345166.0	4100416.0	252.0
5071	096-00002-00-00	2006-04-11	2006-10-16	245369.0	4071276.0	188.0
5075	097-00040-02-0	2021-03-03	2021-03-17	318508.0	4127857.0	14.0
5076	098-00006-11-1	2018-03-12	2018-04-02	474042.0	4221589.0	21.0
5085	100-00008-00-00	2008-04-01	2008-11-17	364580.0	4138334.0	230.0
5088	100-00056-01	2017-03-08	2017-09-27	319403.0	4124082.0	203.0
5090	102-00043-01	2017-03-08	2017-09-27	320056.0	4122921.0	203.0
5094	103-00061-01	2015-09-02	2015-10-21	485160.0	4214681.0	49.0
5095	104-00002-01	2020-08-10	2020-10-06	482681.0	4212321.0	57.0
5096	104-00005-04	2017-03-08	2017-09-26	320061.0	4120606.0	202.0
5104	104-00104-01	2019-08-05	2019-10-15	482681.0	4212321.0	71.0
5109	105-00013-02-00	2011-03-16	2011-11-02	485829.0	4208126.0	231.0
5110	105-00017-06-00	2009-03-11	2009-11-18	354459.0	4099509.0	252.0
5115	107-00004-01-00	2021-03-11	2021-03-11	357981.0	4130717.0	0.0
5118	108-00004-00-00	2008-03-11	2008-11-19	358747.0	4096992.0	253.0
5121	108-00007-02	2009-03-11	2009-11-18	359061.0	4096915.0	252.0
5123	108-00007-02-1	2014-03-19	2014-04-30	358953.0	4096699.0	42.0
5136	114-00077-00-00	2006-04-11	2006-10-30	234991.0	4076291.0	202.0
5138	115-00087-00-08	2008-05-26	2008-09-09	231417.0	4072098.0	106.0
5141	118-00117-02-00	2021-02-23	2021-03-15	312811.0	4119401.0	20.0
5143	119-00002-20-01	2021-02-25	2021-03-11	232392.0	4065199.0	14.0
5146	119-00036-03-00	2021-03-10	2021-03-24	310418.0	4118989.0	14.0
5152	121-00010-04-01	2009-03-10	2009-11-16	374233.0	4096185.0	251.0
5156	123-00073-02-07	2015-03-18	2015-11-04	374066.0	4093369.0	231.0
5159	125-00004-01	2009-03-11	2009-11-17	239695.0	4059755.0	251.0
5163	131-00010-10-00	2010-03-09	2010-05-11	357448.0	4095675.0	63.0
5167	133-00040-02-00	2009-03-11	2009-11-18	353065.0	4094548.0	252.0
5169	135-00245-01-01	2021-02-24	2021-03-11	233607.0	4059165.0	15.0
5175	139-00018-03-00	2021-03-10	2021-03-24	308718.0	4126125.0	14.0
5184	157-00350-00-00	2006-03-27	2006-11-13	364395.0	4087785.0	231.0
5191	180-00026-00-00	2006-03-27	2006-11-13	372348.0	4087091.0	231.0
5193	182-00075-63-1	2012-03-19	2012-11-12	375763.0	4086748.0	238.0
5198	206-00015-00-00	2007-03-12	2007-11-19	362923.0	4111556.0	252.0
5205	260-00004-04-00	2020-02-05	2020-10-29	243918.0	4083298.0	267.0
5208	421-00097-01	2014-03-24	2014-10-01	501108.0	4212845.0	191.0
5209	501-00275-02-00	2021-03-08	2021-03-08	474407.55	4134452.81	0.0
